instance1,instance2,instance3,instance4,instance5,instance6,instance7,instance8,instance9,instance10,instance11,instance12,instance13,instance14,instance15,instance16,instance17,instance18,instance19,instance20,instance21,instance22,instance23,instance24,instance25,instance26,instance27,instance28,instance29,instance30,instance31,instance32,instance33,instance34,instance35,instance36,instance37,instance38,instance39,instance40,instance41,instance42,instance43,instance44,instance45,instance46,instance47,instance48,instance49,instance50,instance51,instance52,instance53,instance54,instance55,instance56,instance57,instance58,instance59,instance60,instance61,instance62,instance63,instance64,instance65,instance66,instance67,instance68,instance69,instance70,instance71,instance72,instance73,instance74,instance75,instance76,instance77,instance78,instance79,instance80,instance81,instance82,instance83,instance84,instance85,instance86,instance87,instance88,instance89,instance90,instance91,instance92,instance93,instance94,instance95,instance96,instance97,instance98,instance99,instance100,instance101,instance102,instance103,instance104,instance105,instance106,instance107,instance108,instance109,instance110,instance111,instance112,instance113,instance114,instance115,instance116,instance117,instance118,instance119,instance120,instance121,instance122,instance123,instance124,instance125,instance126,instance127,instance128,instance129,instance130,instance131,instance132,instance133,instance134,instance135,instance136,instance137,instance138,instance139,instance140,instance141,instance142,instance143,instance144,instance145,instance146,instance147,instance148,instance149,instance150,instance151,instance152,instance153,instance154,instance155,instance156,instance157,instance158,instance159,instance160,instance161,instance162,instance163,instance164,instance165,instance166,instance167,instance168,instance169,instance170,instance171,instance172,instance173,instance174,instance175,instance176,instance177,instance178,instance179,instance180,instance181,instance182,instance183,instance184,instance185,instance186,instance187,instance188,instance189,instance190,instance191,instance192,instance193,instance194,instance195,instance196,instance197,instance198,instance199,instance200,instance201,instance202,instance203,instance204,instance205,instance206,instance207,instance208,instance209,instance210,instance211,instance212,instance213,instance214,instance215,instance216,instance217,instance218,instance219,instance220,instance221,instance222,instance223,instance224,instance225,instance226,instance227,instance228,instance229,instance230,instance231,instance232,instance233,instance234,instance235,instance236,instance237,instance238,instance239,instance240,instance241,instance242,instance243,instance244,instance245,instance246,instance247,instance248,instance249,instance250,instance251,instance252,instance253,instance254,instance255,instance256,instance257,instance258,instance259,instance260,instance261,instance262,instance263,instance264,instance265,instance266,instance267,instance268,instance269,instance270,instance271,instance272,instance273,instance274,instance275,instance276,instance277,instance278,instance279,instance280,instance281,instance282,instance283,instance284,instance285,instance286,instance287,instance288,instance289,instance290,instance291,instance292,instance293,instance294,instance295,instance296,instance297,instance298,instance299,instance300,instance301,instance302,instance303,instance304,instance305,instance306,instance307,instance308,instance309,instance310,instance311,instance312,instance313,instance314,instance315,instance316,instance317,instance318,instance319,instance320,instance321,instance322,instance323,instance324,instance325,instance326,instance327,instance328,instance329,instance330,instance331,instance332,instance333,instance334,instance335,instance336,instance337,instance338,instance339,instance340,instance341,instance342,instance343,instance344,instance345,instance346,instance347,instance348,instance349,instance350,instance351,instance352,instance353,instance354,instance355,instance356,instance357,instance358,instance359,instance360,instance361,instance362,instance363,instance364,instance365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,299.999999863119,300,300,300,300,300,300,300,300,300,299.999999887988,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,299.999999953644,300,300,300,299.999999981357,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,299.999999997315,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
71.9498447161173,98.3978028525232,102.09824403797,89.4505220844958,78.5154459935451,76.020263692742,86.6170365266056,97.9108594274365,108.192066879158,102.63468799653,90.0838653512733,76.4199897365028,93.3887555930373,70.5169812324639,68.9656313017702,86.8114157819571,66.8163557678848,75.3883877679898,59.2865372379012,51.8079022589157,50,50,50.0000122770474,50,50,50,50,50,50,50,50.0000309512546,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0000125207617,50,50,50,51.2243094436117,50.5719518458495,50,50,50,51.5300859435729,50,50,50,51.7245290824819,50,72.8435480793,65.5017936667395,50,50,61.5862335628786,50,50,54.661043486624,52.4677006944312,52.9677674873138,53.4379012058625,51.6992214650327,50,50,54.5241771437538,53.014752214672,59.9984570906486,77.7798136444798,73.5383031085418,74.7416120499407,64.7136673857064,68.1935672805692,63.8795711992876,68.1402779600931,65.4572337756868,58.751254823506,63.0569208354985,50,51.6245221592492,57.9953264692185,60.7926273971108,59.8692847797478,66.9109886186322,72.2579408315595,50,63.525640654672,61.8655732049621,57.1187784616197,61.2395872244102,75.249744888991,56.5685492222537,50,67.2966448068023,72.1770191158486,63.7664818660191,62.3764460073019,58.2206042132969,51.4927595139112,50.2462804763259,65.9018425314039,58.4359685999446,59.0738867842534,52.6465190133995,69.0886156019246,52.18079755305,50,55.9145605366967,57.9041564306136,64.2083950000202,64.0256614702919,61.9826016425355,72.440552801801,50,68.1841344218601,66.856738305002,72.5773986536056,77.8356424778945,78.5187947202974,69.4768174972178,61.0879371560377,72.4121708984657,75.7804182233033,62.5957501444686,66.3151527704729,70.4166315526468,61.5404433556839,61.9416426469472,66.7003006505261,64.5339282301368,68.7571172959538,62.9660557321049,79.4276284788728,73.5643116366582,54.1606432555704,77.9334205642821,79.1996431129219,80.2908816101964,95.4934929881231,86.8224477281625,69.649613630455,71.1937632551263,86.0691266068088,88.9742630370702,91.8926836876342,100.160874779506,99.3404844592977,88.0103404865604,70.0136897793237,97.7227403469032,77.4755731399939,84.0911878578183,75.7610942999603,62.623044295366,71.6536057810802,71.6498344132171,63.2876676114257,71.7221576946845,67.5468619790152,81.5512095070625,67.369334747314,71.0716506061022,80.6128772030394,81.1119947660056,69.6550093221789,78.0067574967476,78.1835194253914,77.6155247221701,62.049396894698,77.0522544381998,92.4906728831738,110.451619616157,98.4313379251513,92.7333781134656,91.3966557244885,77.9326763681432,74.5969197933801,84.5648965016947,84.989085092911,70.2240541630926,70.0354808843405,73.9319012375913,79.2433673388299,72.363198875736,79.1111605335307,87.662308694545,110.992077006793,107.471416410671,87.162508126515,87.4071123402704,75.5846978455026,95.2999184032255,100.386941107661,122.620958113508,127.767001575259,132.079625211091,144.499950752181,150.555958002307,176.492090704086,158.610018955149,168.783692681001,176.151214363933,173.521652962829,125.846628323315,115.583889713148,147.338803311394,165.194339257588,163.824063350636,174.720314017711,184.639998548879,177.456186390538,171.239715207053,197.086013592101,194.672232767674,196.251104436507,182.68934146411,164.595110813102,154.822702761719,140.95559845718,183.173941438724,176.286812318507,157.993671895671,138.627010504494,128.260191361603,102.418270710376,107.001541174919,157.802980979131,141.397961123342,123.114234367674,103.514209078472,117.144586679531,115.603951717478,86.3030500872896,130.451698408734,138.905156135212,140.754617818595,126.279160886554,92.6012936907227,82.6540780665436,78.6963473475809,92.237604542716,85.8914584869582,90.8495345682178,80.2941499746494,65.5568398402026,61.5055849248898,63.909981245528,74.3810531128655,71.9877740279063,71.863671191234,70.4837622998201,68.5545097270361,62.9059534529886,63.1626450485369,70.3338663199958,68.2110073739735,69.0143030385014,69.9741878163153,50,50.8548434943579,50,58.4316741649684,71.2894508838672,75.7668600472439,61.4097943329913,69.1909733515736,69.0030702710508,73.3511469661571,77.526560735474,75.3520051008792,60.7058579181751,64.9582871288018,64.6096560241834,68.3767149956282,65.1998921865664,72.7160774327708,77.8259251214465,60.8286667077802,75.5262380342155,74.5282942128837,69.329432382585,71.326420514076,78.4051785340026,64.7156672047699,62.7286337156184,79.097831973683,75.1575275331679,65.7458254864619,68.1057529629263,75.0757026036052,78.2758331168533,60.5191968061932,62.7543162799588,60.7249245865131,69.3864895916169,68.3626595976658,63.5405121992709,61.3012040837518,62.6619940535524,62.5370564885408,62.2502264442735,74.5890081538428,70.3928600254114,63.1033347470541,67.046313824147,65.6506834617516,65.3669652202336,67.7241189582246,65.712212202181,75.0759428065404,93.0222443644532,100.186196470971,103.362776526781,102.019026700354,107.546687064761,101.944324956853,71.1007463480198,95.5700829158051,103.672448447428,115.693509847726,111.29121930737,117.339305850561,111.284377432424,80.9873462690963,121.046992793002,122.928145591862,118.952776589089,118.163259346112,121.06595497036,102.742502907082,92.1475246734916,130.831505607957,132.393142600173,134.465723840109,129.085427710923,146.601713301266,131.541972686417,109.06536199431,118.534073363958,117.230662669395,126.398152531205,119.598174514402,113.082613649344,112.055064541602,89.0534984339194,109.049430130749,128.759765706082,153.551562802062
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,102.09824403797,100,100,100,100,100,108.192066879158,102.63468799653,100,100,100,100,100,100,100,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.160874779506,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110.451619616157,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110.992077006793,107.471416410671,100,100,100,100,100.386941107661,122.620958113508,127.767001575259,132.079625211091,144.499950752181,150.555958002307,176.492090704086,158.610018955149,168.783692681001,176.151214273156,173.521652962829,125.846628323315,115.583889713148,147.338803311394,165.194339257588,163.824063350636,174.720314017711,184.639998548879,177.456186390538,171.239715207053,197.086013592101,194.672232767674,196.251104436507,182.68934146411,164.595110813102,154.822702761719,140.95559845718,183.173941438724,176.286812318507,157.993671895671,138.627010504494,128.260191361603,102.418270710376,107.001541174919,157.802980979131,141.397961123342,123.114234367674,103.514209078472,117.144586679531,115.603951717478,100,130.451698408734,138.905156135212,140.754617818595,126.279160886554,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.186196470971,103.362776526781,102.019026700354,107.546687064761,101.944324956853,100,100,103.672448447428,115.693509847726,111.29121930737,117.339305850561,111.284377432424,100,121.046992793002,122.928145591862,118.952776589089,118.163259346112,121.06595497036,102.742502907082,100,130.831505607957,132.393142600173,134.465723840109,129.085427710923,146.601713301601,131.541972686417,109.06536199431,118.534073363958,117.230662669395,126.398152531205,119.598174514402,113.082613649344,112.055064541602,100,109.049430130749,128.759765706082,153.551562802062
100,100,102.09824403797,100,100,100,100,100,108.192066879158,102.63468799653,100,100,100,100,100,100,100,100,100,100,100.000000351007,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.160874779506,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110.451619616157,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110.992077006793,107.471416410671,100,100,100,100,100.386941107661,122.620958113508,127.767001575259,132.079625211091,144.499950752181,150.555958002307,176.492090704086,158.610018955149,168.783692681001,176.151214273156,173.521652962829,125.846628323315,115.583889713148,147.338803311394,165.194339257588,163.824063350636,174.720314017711,184.639998548879,177.456186390538,171.239715207053,197.086013592101,194.672232767674,196.251104436507,182.68934146411,164.595110813102,154.822702761719,140.95559845718,183.173941438724,176.286812318507,157.993671895671,138.627010504494,128.260191361603,102.418270710376,107.001541174919,157.802980979131,141.397961123342,123.114234367674,103.514209078472,117.144586679531,115.603951717478,100,130.451698408734,138.905156135212,140.754617818595,126.279160886554,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.186196470971,103.362776526781,102.019026700354,107.546687064761,101.944324956853,100,100,103.672448447428,115.693509847726,111.29121930737,117.339305850561,111.284377432424,100,121.046992793002,122.928145591862,118.952776589089,118.163259346112,121.06595497036,102.742502907082,100,130.831505607957,132.393142600173,134.465723840109,129.085427710923,146.60171330157,131.541972686417,109.06536199431,118.534073363958,117.230662669395,126.398152531205,119.598174514402,113.082613649344,112.055064541602,100,109.049430130749,128.759765706082,153.551562802062
100,100,102.09824403797,100,100,100,100,100,108.192066879158,102.63468799653,100,100,100,100,100,100,100,100,100,100,100.000000365857,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,0,0,0,0,0,100,100,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.160874779506,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110.451619616157,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110.992077006793,107.471416410671,100,100,100,100,100.386941107661,122.620958113508,127.767001575259,132.079625211091,144.499950752181,150.555958002307,176.492090704086,158.610018955149,168.783692681001,176.151214273156,173.521652962829,125.846628323315,115.583889713148,147.338803311393,165.194339257588,163.824063350636,174.720314017711,184.639998548879,177.456186390538,171.239715207053,197.086013592101,194.672232767674,196.251104436507,182.68934146411,164.595110813102,154.822702761719,140.95559845718,183.173941438724,176.286812318507,157.993671895671,138.627010504494,128.260191361603,102.418270710376,107.001541174919,157.802980979131,141.397961123342,123.114234367674,103.514209078472,117.144586679531,115.603951717478,100,130.451698408734,138.905156135212,140.754617818595,126.279160886554,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.186196470971,103.362776526781,102.019026700354,107.546687064761,101.944324956853,100,100,103.672448447428,115.693509847726,111.29121930737,117.339305850561,111.284377432424,100,121.046992793002,122.928145591862,118.952776589089,118.163259346112,121.06595497036,102.742502907082,100,130.831505607957,132.393142600173,134.465723840109,129.085427710923,146.601713301709,131.541972686417,109.06536199431,118.534073363958,117.230662669395,126.398152531205,119.598174514402,113.082613649344,112.055064541602,100,109.049430130749,128.759765706082,153.551562802062
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
